review,sentiment
greeting darkness director alejandro amenabar creates life odds based true story version one man struggle control destiny great javier bardem fascinating watch role ramon eye head movement leave little doubt going mind dream fantasy sequence overused prove effective explaining want want rather force u answer euthanasia question real question posed love every turn see people love looking love dying loved script tight keep film moving despite filmed mostly one room supporting cast wonderful truly feel pain family member deal ramon decision gem deserves seen,1
movie truly show farce hypocrisy indian society try show one side story side story hidden emotional mental abuse indian child movie show br br indian parent culpable following destroying individuality child making completely dependent parent early age child grow adult physical look remain child mind since everything provided great indian parent child automatically feel need work hard something learn basic human communication human being apart parent br br b show many indian parent try prevent kid making friend going prevent anything start making grow adult br br reason selfishness indian parent expect child take care grow old saving reach age cry loud grown old dependent child since done great service bringing world taking care making intellectually weak br br indian parent age dilapidated body health financially completely insecure feel absolutely need take care since expect kid take care br br west opposite happens people start planning age retirement retire financially secure br br indian parent nothing sort since like said brought kid world better investment br br victim indian parent sure countless indian kid like grown physically still struggling life continue pestering year old cry loud help time br br movie show one side story utter piece junk,0
know describe movie definitely one weirdest movie seen long time unsettling time also boring place scene dental torture elaborate may attract anyone gore splatter found holding teeth aforementioned scene clever thing movie play fear dentist therefore quite unsettling br br humor film somehow hidden may recognized everyone fan weird strange entertainment teeth getting drilled dust film looking br br read comment feel somehow attracted kind entertainment give try br br rating maybe little weird taste,0
good example film spite low rating worth watching story engaging take long chemistry nicole kidman ben chaplin grab attention acting first class character represented well sometimes feel like director decide drama romantic comedy ben chiller portrayal law abiding shy englishman porn magazine hidden bedroom creates plenty moment laugh look nicole kidman eye offering john first taste intimacy long time time actor especially nicole kidman give comedy quite expertly dramatic slant,1
never impressed night gallery one episode stand br br tv network executive audition odd act young nerdy boy proceeds make prognostication exec dismisses whole thing flaky waste time prediction come true next morning br br first seemed parlor act becomes hit show kid prediction prove consistently accurate br br one day refuse show facing imminent showtime everyone wit end even threatening legal action fulfill contract make daily prediction br br young boy relents foretells seemingly utopian tomorrow br br show befuddled executive asks explanation learn complete truth terrifying reveal,1
earth become dear ramu man made sarkar satya comapny refuse believe aag ramu ambitious project clearly jumped high cliff ascended giving industry greatest work time movie made fall like brick cringing leave theater forced sit able take car parking lot others also left else nothing would made sit beyond interval br br movie nowhere close sholay even come near within mile believe ramu surely love godfather sholay since sarkar classic piece work read ramu interview couple day back interviewer said ramu sleep hour day stretch completely agree lack sleep probably taken toll movie br br power performance amitabh bachchan even look scary looked terrifying poster wallpaper saw earlier ramu favorite nisha kothari fantastic job sarkar many dialog fact none remember clearly opened mouth movie found place history new guy playing jai role seems brash look manage jai role cant go im sorry pain big manage right br br promised throughout movie watch original sholay see still br br bottom line horrible movie medium critic going cook ramu goose remind reader one biggest ramu fan even cant spare act,0
everything movie wrong wrong wrong take mike myers example reached point realize shtick changed since snl day ten year ago cutesy stream consciousness joke voice cat painfully unfunny try way hard weird type comedian cool cat supposed rest movie bad set unbelievably ugly clearly waste million dollar cardboard cut out background building would made sense constructing entire neighborhood main street alec balwin try funny great santini impression end looking sounding incoherent even innapropriate cheesecake moment faux celebrity paris hilton stick mind simply supposed dr seuss story avoid movie cost folk even interesting train wreck hope make horton hears robin williams bad seuss movie starring spasitc comedian trilogy,0
always enthusiastic period drama art form bbc excelled past presentation byron unbelievable unbelievably bad script dreadful acting uninspired character woefully insipid apparently byron mad bad dangerous know set lady heart flutter production appeared tawdry jumped little squirt instead fiery hero womenfolk greek struggle independence said byron walked limp portrayal man limp br br watched whole two half hour waiting something spark life splutter even glimmer utter tedium downright boredom start finish br br opinion one ever better bard avon also believe byron poetry revered mind flung back burner dramatisation life accorded treatment br br think bbc lost nous one,0
wow strange film david lynch movie surprise weird br br defy anyone totally explain everything film done research following second viewing film pretty much know story first look aid reviewer outside help hard figure thing boat confused feel bad normal let say key film naomi watt character br br rate find film fascinating love wonderful visuals rich color find character movie really different fun watch camera work excellent music creepy la lynch blue velvet also good sound effect help dramatic scene well scored br br like lynch twin peak television series film end pieced together afterward since lynch thought film going long drawn tv series happen pieced last minute ending may account confusion end lack explanation concerning character see earlier film mysteriously disappear br br theme story supposedly negative comment hollywood people especially whose dream actor crushed br br watt leading lady laura eleana harring interesting watch especially celebrated lesbian sex scene look wise woman chameleon looking average time stunning time br br enjoyed movie second viewing first curiosity piece intriguing movie feel stupid make sense thing,1
movie delicate argument searching something make think right tim robbins made wonderful job result kind docu drama shown school strong theme treated actor well simply great susan sarandon truly face love sean penn unbelievable almost always absolutely must see,1
bled apt title watch feel life bled cliché horror people exactly going basement going attic trouble ensues take heed watch film show brain victim horror movie never stay clear enter need anymore incentive film bad worst uwe boll film mean house dead bad often thought entering review film b watching based comment herein discovered guess everyone entiled opinion please trust mine,0
say without shadow doubt going overboard single worst film ever seen yes seen cujo adam sandler abomination schecky moskowitz wannabe comedian working cruise liner plot br br nothing else film make sense place like mad man breakfast wacky naked gun kind way frustrating throw shoe v kind way even general noriega make appearance reason comprehend certainly humour add mix miss australia worst australian accent ever heared something call worst film ever made going overboard even fit basic definition film highly recomend seeing film elevate standing every bad film ever see guarantee first thing say seeing bad film least bad going overboard,0
quentin tarantino partner crime roger avary co writer pulp fiction venture q go exec prod time boiled french thriller br br eric stoltz zed safe cracker extraordinaire drifted france u request old friend team motley crew drugged hippy little planning think knock bank vault full gold bullion french national holiday br br avary reworked robbery gone wrong theme tarantino developed well reservoir dog killing zoe good enough survive strength alone avary thrown rather beautiful distraction julie delpy zoe student come call girl entertains zed arrival paris stunning distraction certainly nothing br br guess director wanted add different angle basic theme sadly move help add depth shallow plot desperately needed never story idea nothing idea even surreal journey seedy dive paris uninspiring figure one would concede never much movie story bunch gangster shooting botched jewellery heist either add intricate character snappy dialogue reservoir dog killing zoe br br stoltz strong interpretation doubtful zed jean hughes anglade mad portrayal obsessive ring leader nothing lift proceeding short avary unsuccessfully attempted conjure entertainment nothing br br friday september astor theatre,0
done quite review imdb film unique never saw entire movie terribly stupid unfunny sit though tried br br biggest problem mel brook movie call mel quotient word better movie less see film think producer young frankenstein great film barely film like life stink space ball chock full mel pretty dopey movie yes like space ball place talk br br second apart cancer rectal itch mental retardation think less funny topic homelessness comedy breaker think folk funniest scene movie mel making whoopee leslie ann warren dumpster funny way,0
neatly skipping everything coup cuba undercover entry bolivia part two soderbergh portrayal che guevara tragic hero che  part one rather rambling guerrilla warfare escapade colourful mountain bolivia probably destined disappoint people satisfy film particularly benicio del toro performance loudly praised cannes br br james rocchi instance called work art story revolutionary revolution guardian peter bradshaw called flawed masterpiece return original contention part one  value lie particularly depiction hero figure age surfeit poor hero role model could salutary see strongly honourable one even stripped less endearing episode life psychological hero enshrined great scottish essayist thomas carlyle seminal book hero hero worship hero real imaginary somewhere genuinely inspire u higher goal higher purpose compare unrealistic hero standard western storytelling person undergoes trial tribulation obtaining barely believable reward  usually everlasting love material wealth  divine studio intervention real hero excess moral courage  lost ark dare devilishness james bond super toy rise empower others rise best part one che succeeds part two fails want moral courage since good plan succeed b human mistake inevitable br br guevara intellectual clarity flawed equates condition justify armed struggle condition make armed struggle able succeed serious miscalculation br br high mountain la paz colour breathtaking air mise en scene authenticity occasionally lacking che part one u would allow soderbergh film cuba visual treat heightened maximising natural light extreme flexibility realism offered groundbreaking red camera high performance digital cine camera quality mm film convenience pure digital designed flexibility functionality package weighs mere lb shooting red like hearing beatles first time say soderbergh red see way see organic beautifully attuned natural phenomenon  light che stopped successful cuban revolution would enshrouded almost mystical invincibility fails bolivia show human limitation moral virtue remembered political triumph critic say  justification armed struggle inspired much less noble character achieve tin pot dictatorship development guerrilla fighting tactic good bad since used br br praiseworthiness film often seems lack dramatic narrative tension stumble one escapade another knowing eventually meet death found glancing watch thinking could shorter work gone  interview people side even getting one guevara ex comrade coach actor minutia bolivian operation  make film commendable achievement might top flight entertainment demonstrates integrity documenting significant slice history br br also another important point che hero figure failure try utmost even fail effort vain may give others hope moral courage one could cynically call martyr complex found course many religious figure well che sacrifice best best inconsiderate ability provides example success failure particular instance become mere detail br br u longstanding illegal blockade cuba name freedom tempted write che part good wasted u would invite contention film sought earnestly avoid one must hope many viewer skill view che without politics bias inevitably engenders whatever fault rehabilitates soderbergh populist nonsense ocean br br heard che guevara seen part one get past phrase murderous marxist without frothing mouth might struggle imagine would get film said many,1
honest yall junior high school sitcom first aired abc think would like john ritter felt little potential plus something else liked acting great lot horrible nd rated comedy line john ritter always brings game come comedy great show watch tell great show father never watch sitcom watch movie sport law order actually sat brother sister mother watched show think john ritter honestly think show would still running john ritter god rest soul wish passed away,1
every movie thirty dated watch john ford movie would seem dated watched others e grand hotel comparatively modern melodrama ford always hard sell someone nobility abe joads always emphasis heavy badness always poorly crafted awkward obvious script exception rather belabored device deliver sentiment sentiment going br br ford make appreciative lincoln make wonder state ever settled population complete moron depicted ford went make decent movie dated anything bad feel entirely false br br henry fonda fake nose bizarre one illinois would pronounce trailing say shonuff,0
typical mamet film delivers quiet evenly paced insight make confidence man joe mantegna good explored psychological study noted psychologist lindsay crouse slowly pull world usual nasty consequence cast includes number player found several mamet film steven goldstein jack wallace ricky jay andy potok allen soule william h macy usual good job loved lindsay crouse film often wondered become noted player become perhaps looking right place br br movie proceeds slow pace flat dialog yet maintains level tension throughout logically lead bang ending expect real let ending found uplifting satisfying love movie,1
read lot people disappointed film compared part initially could understand bit thought think wrong soderbergh continues fact based telling che life started part part told story revolution moving unpromising beginning ultimately successful conclusion part tell story revolution move unpromising beginning completely unsuccessful conclusion soderbergh fault part che life completely different outcome bravely chooses tell fairly straightforward way viewer may feel lot better coming cinema part part reality che life opinion fault director film far perfect probably long least part saw different aspect war guerrilla success part catch break see number constantly reduced death capture che capture death dealt well film greatly enhanced dialogue spanish benicio del toro excellent charismatic argentinian seen part see similar telling different story part,1
one episode one indisputable error storytelling handling ralphie situation christopher state heard pie death fire accident important detail context quite obvious christopher know beginning tony one must killed ralphie however way chris could heard accident told time torn delirium tony call nobody else informed tony know make even worse hearing christopher talk pie death could therefore lead tony conclusion chris set fire given impressively elaborate writing process told writer dvd really wonder none realized problem story work way unnecessary add huge fan soprano otherwise certainly care,0
ability enjoy ash time may depend expectation stepping theater even strident supporter seem agree audience split right middle appreciation unique film br br unlike hk actioners battle scene curiously kept distance happen rendered jerky style difficult make exactly occurring screen dramatic scene extravagantly beautiful maggie cheung brigitte lin roll call hk top acting talent chewing scenery wong kar wai early work dialog could precise br br short ash time requires forgiving attitude released around time wong kar wai spectacularly successful chungking express clear director confident working element martial art film anyone looking tense action likely disappointed intrigued director aesthetic likely find unique experience least,0
sure show one familiar might think good almost close baywatch hawaii cast location style directing publicity  show woman walking around beach wonder people misconception decide watch br br wrong cause decide watch show actually thing going real juicy story conflict turn really exciting watch pretty much  addictive br br story hotel clerk manager owner complicated love life also enter troublesome hotel visitor powerful man trying steal hotel actually exciting sound br br deny acting suck bad look away story consistence good enough soundtrack fitting pretty well scenario action time took couple episode actually anything happen solidly patience br br recommendation really enjoy watching zillion time better expected br br rating grade b br br please rate review reading thanks,1
bbc production jane eyre starring zelah clarke timothy dalton love always always favorite jane eyre watch version jane eyre without reading book like watching regular movie forget next day watching one almost equal reading book used watch miniseries lot little inspired read book time pay attention close television production book recently watched version jane eyre disappointed hour long many important scene book favorite gypsy scene fell love jane eyre even includes important scene book tell whole story version read book br br cast jane eyre excellent true timothy dalton handsome actor handsome enough play butler scarlet julius caesar great rochester imagine anybody else playing role zelah clarke without doubt jane follows description book thing make film great clothes makeup actor jane look modest naive bronte describes although look actually pay attention br br people say jane eyre long would rather spend whole day watching spend hour watching version say movie dull boring jane passionate enough enough kissing scene hate make jane eyre hollywood movie inappropriate kissing scene include crazy madly love scene show love jane rochester zelah timothy express love perfectly scene needed year old many girl age refer film boring old fashioned feel sorry appreciate purity beauty novel set th century old fashioned look make attractive like book br br think ever version jane ayre popularity love one matter play jane rochester movie real jane rochester least always zelah clarke timothy dalton,1
possibly worst film within genre existence announced comedy simply tragically pathetic think anyone could achieved anything terrible irritating specifically requested toilet humour poorest would avoid even watching trailer went see announced like monty python bound love whoever wrote either biased seriously deranged still bewildered one honestly believe statement rarely leave cinema really take lot effort film effect one minute,0
thought movie pretty good part corny understandable since made year ago thought best performance movie given michele morgan played millie convincingly jack haley also really good mike brien even though big frank sinatra fan think good movie craving silly top musical comedy higher higher movie br br,1
first said read manga therefore argument based difference br br anime greatly disappointed removed comedy high quality action manga ovum left behind merely husk could many character lacked depth seen manga alucard sympathetic character secretly wish death walter story lack betrayal nazi villain plot engulf world war completely absent instead anime provides gary stu villain incognito defeated appear odds br br primary complaint anime diverges manga poor job,0
project ii classic jackie chan movie kung fu crazy stunt slapstick humor expect good prequel still great movie want something fun watch story simple jackie chan versus evil men want movie braniac understand would suggest one,1
brief period clint eastwood string spaghetti western dirty harry film director siegel teamed make unusual picture eastwood play injured union army corporal civil war taken southern school girl recovers wound since young woman seem teenager man premise reluctant turn local rebel soldier resulting situation often humorous shocking erotic even downright grotesque eastwood slowly regains strength begin brood establishment br br basic storyline almost sound like making porno film masculine male suddenly surrounded young nubile woman sexually attracted willing spread love amongst material never really slip level tasteless however eastwood siegel cinematographer bruce surtees skilled filmmaker film always retains dignity br br eastwood john mcburney like character ever played mcburney amoral conniving lustful charlatan know woman even youngest want bod let one shot mcburney often us flattery butter woman us rugged good look reel like drunken player cocktail party often hitting different woman even scene eventually lustful way cause great agony loss way must see author would dream revealing specific consequence action little doubt coming br br eastwood give typically great performance seems blast role thing turn really ugly turn mean ugly geraldine page treat steely b tch run school know want mcburney much girl checkered past shown u flashback find mae mercer slave belonging school give great performance obviously know mcburney skunk beginning never let phony charm bring guard character want know film seems greater knowledge world anyone else film br br beguiled poorly theatrical release nobody quite sure make content doubt raised eyebrow example early scene see eastwood romantically kiss yr old girl trying keep quiet rebel soldier get close really enjoying probably fantasy sequence later even show clint getting page young assistant truly interesting going one good thing eastwood became star one might long forgotten br br highly recommended star br br hound,1
mixing small town sheriff high school student fake rock music weirdo kill well reason particular film essentially make giant gila monster except without gila monster course br br anyone actually seen giant gila monster know one worst made film time frequently slow even funny believe giant gila monster earned reputation young director dying get work sequel let alone remake someone please explain film made dance sequence way historically interesting although three year date even spoiled since go,0
went see random heart friend first thought maybe enjoying movie like good get movie sort award well none friend liked either unbelievable slow much like getting teeth pulled action movie preview walk theatre assumed something would happen smart people walk never walked movie life definitely tough write considering relatively easy please come movie take lot think movie awesome much like movie even come close like category movie hour long like two separate trite story one smoothly sewn together plus soundtrack could even call annoying like seinfeld riff played difference like seinfeld movie jazz riff kept playing sounded highly inappropriate time especially people dealing death plane crash hard explain mean trust awful cannot say enough make people waste money left theatre honestly wanted write movie company demand back sheeesh could gone bowling something money,0
film begin little girl rita seeing father killed apparently criminal squealed fellow crook later part make little sense girl grown adulthood still father past haunt bit later rita meet good nothing date one date bit intoxicated driving like total fool cop give chase speed away killing pedestrian meantime come really stupid part convinces confess crime assures lawyer get scot free oh would agree yet spends next couple year prison soon conviction boyfriend disappears showing total heel chump later release friend jack la rue informs truth boyfriend explains boyfriend family loaded shake lot cash trouble put taking rap frankly make sense certainly owe especially since knew go prison every intention using casting aside br br idea bleeding money rich chump good plot idea however way would occurred first place hard believe anyone could stupid take rap hit run interesting twist dumb lady decides life crime donning wig picking rich guy taking desert robbing gunpoint wow changed apparently love idea stealing phony e rich hypocrite however made sense soon stopped began shaking father old boyfriend bothered petty robbery meantime made little sense also bit hard believe instead wanting money old jerk interested getting put influence behind mob controlled man mayor odd odd br br meantime another plot develops involving young alan ladd undercover agent infiltrated mob chosen happens dead ringer real crook cliché make sense real crook jail committing crime fake one infiltrating mob another town br br eventually evidence ladd able uncover enough issue warrant mob kingpin including rita case bad timing interim made decision become decent legitimate woman met really nice guy want marry wow odds overall goofy rather dumb movie suffers kitchen sink syndrome word way many plot element weird twist make movie least bit believable plus since movie little hour long seems forced contrived relatively bad b movie crap studio prc note performance alan ladd gained great fame following year paramount br br way dvd released alpha video company sometimes release wonderfully obscure title mostly public domain never clean print add closed caption word dvd production value strictly rd rate best,0
back really lengthy vacation around fourth july something like day row two week paid vacation weekend holiday stayed town time hanging parent house lot br br tv apartment used watch parent tube finished watching segment x file program came called personal fx hooked instantly always fascinated item home come parent family home inheritance relative estate often wondered history value etc br br long vacation used go folk house lunch hour catch personal fx br br remember one episode co host claire carter announced new york apartment series filmed renovated said renovation complete personl fx would return air br br never personal fx first best collectible show vanished air almost fifteen year later still sore br br way go fx,1
day ridley scott one top director producer command huge sum helm movie especially since film like alien gladiator blade runner credit partial list credit obvious amazing talent however watch early effort made film school probably hard time telling destined greatness although nice camera work style film hopelessly dull uninvolving however considering meant general release training ground disposed looking charitably hence score br br way film part cinema european short dvd dvd short great though contains man without head copy shop rabbit wasp amazing dvd lover short film well worth buying,0
talk ending film talk plot dude named gerald break engagement kitty run craven castle scotland several month kitty aunt venture scottland arriving craven castle kitty find gerald aged grown meaner gerald certain rule castle rule year gerald want stay kitty insist staying making excuse one night aunt catch glimpse monster running across hall scare much faint another excuse must stay longer kitty becomes worried gerald try go maze gerald catch even meaner kitty sends reinforcement call doctor actually friend wide make thing look suspicious invite couple friend really anything blah blah blah kitty aunt end maze suspense story somehow get separated try find aunt stumble upon creature moment waiting creature lurking shadow giant frog omg better seeing aunt frog literally go crazy run oops mean hop stair top castle frog leap open window go shot ground see frog gall towards u oh yeah movie want know funny frog fall window actually toy size frog take leap revealed evolution fault blah blah kitty gerald get married last shot masterpiece grave frog maze place ever really happy,1
named everybody love sebastian rural go nowhere town high school junior senior seemed flip flop one weird hair leo like good look big plate full issue step dad announces definite plan sex change operation upon mom call marriage quits sebastian called f word everyone mother kissing around various girl getting high ready whip supermarket saving strawberry prostitute clutch ruthless pimp br br sebastian buddy make eddie haskal look like choir boy bad association get much worse sebastian seems go harold suicide attempt record although admit suicidal tendanccies apparent reason genius level sat scoring sebastian must graduate year early although clue future want attend college give nonsense br br film look week life someone pretty messed final scene suggests thing alright although left entirely viewer br br maker film seem bank solely undisputed appeal attractive male lead story leaf lot desired looking gorgeous kid next exactly satisfy lackluster production value measure film independent otherwise low budget weak story need pretty face carry result project forgettable insult intelligent cinema fan,0
